"Entry.Name","Entry","Organism","Org","Scientific_Name","Gene","Protein.names","gpcr","taxa","Accession","Rename","Org_Uq","RL_Entry_Name"
"Q7M3K7_CAEEL","Q7M3K7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7M3K7","Protein K02A2.4","PF10317",2759,"PF10317","Srd","CAEEL","Q7M3K7_CAEEL"
"Q7M3K8_CAEEL","Q7M3K8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7M3K8","Protein K02A2.1","PF10317",2759,"PF10317","Srd","CAEEL","Q7M3K8_CAEEL"
"Q7M3K9_CAEEL","Q7M3K9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7M3K9","Protein K02A2.2","PF10317",2759,"PF10317","Srd","CAEEL","Q7M3K9_CAEEL"
"A0A0K3ART6_CAEEL","A0A0K3ART6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3ART6","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3ART6_CAEEL"
"A0A0K3ARU0_CAEEL","A0A0K3ARU0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3ARU0","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3ARU0_CAEEL"
"A0A0K3ASA1_CAEEL","A0A0K3ASA1","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3ASA1","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3ASA1_CAEEL"
"A0A0K3AUP2_CAEEL","A0A0K3AUP2","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AUP2","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3AUP2_CAEEL"
"A0A0K3AUP8_CAEEL","A0A0K3AUP8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AUP8","G protein-coupled receptor","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3AUP8_CAEEL"
"A0A0K3AVB8_CAEEL","A0A0K3AVB8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AVB8","G protein-coupled receptor","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3AVB8_CAEEL"
"A0A0K3AVR9_CAEEL","A0A0K3AVR9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AVR9","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3AVR9_CAEEL"
"A0A0K3AXL3_CAEEL","A0A0K3AXL3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AXL3","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0K3AXL3_CAEEL"
"A0A0M7RDS8_CAEEL","A0A0M7RDS8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0M7RDS8","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10318",2759,"PF10318","Srh","CAEEL","A0A0M7RDS8_CAEEL"
"A0A0M9JJ84_CAEEL","A0A0M9JJ84","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0M9JJ84","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A0A0M9JJ84_CAEEL"
"A0A163VU50_CAEEL","A0A163VU50","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A163VU50","G protein-coupled receptor","PF10318",2759,"PF10318","Srh","CAEEL","A0A163VU50_CAEEL"
"A0A4V0IKT9_CAEEL","A0A4V0IKT9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A4V0IKT9","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10318",2759,"PF10318","Srh","CAEEL","A0A4V0IKT9_CAEEL"
"A4UVL9_CAEEL","A4UVL9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A4UVL9","Serpentine Receptor, class I","PF10318",2759,"PF10318","Srh","CAEEL","A4UVL9_CAEEL"
"A9UJN6_CAEEL","A9UJN6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A9UJN6","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","A9UJN6_CAEEL"
"D7SFR0_CAEEL","D7SFR0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","D7SFR0","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","D7SFR0_CAEEL"
"E4MVC8_CAEEL","E4MVC8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","E4MVC8","G protein-coupled receptor","PF10318",2759,"PF10318","Srh","CAEEL","E4MVC8_CAEEL"
"F5GUI2_CAEEL","F5GUI2","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","F5GUI2","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","F5GUI2_CAEEL"
"G5EEX9_CAEEL","G5EEX9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","G5EEX9","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10318",2759,"PF10318","Srh","CAEEL","G5EEX9_CAEEL"
"G5EG48_CAEEL","G5EG48","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","G5EG48","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","G5EG48_CAEEL"
"H2KYH0_CAEEL","H2KYH0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","H2KYH0","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","H2KYH0_CAEEL"
"J7SF85_CAEEL","J7SF85","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","J7SF85","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","J7SF85_CAEEL"
"M1ZK04_CAEEL","M1ZK04","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","M1ZK04","G protein-coupled receptor","PF10318",2759,"PF10318","Srh","CAEEL","M1ZK04_CAEEL"
"O16431_CAEEL","O16431","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O16431","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","O16431_CAEEL"
"O16908_CAEEL","O16908","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O16908","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","O16908_CAEEL"
"Q19814_CAEEL","Q19814","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q19814","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q19814_CAEEL"
"Q7YTT4_CAEEL","Q7YTT4","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7YTT4","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q7YTT4_CAEEL"
"Q7YTT7_CAEEL","Q7YTT7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7YTT7","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q7YTT7_CAEEL"
"Q94303_CAEEL","Q94303","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q94303","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q94303_CAEEL"
"Q9BI94_CAEEL","Q9BI94","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9BI94","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q9BI94_CAEEL"
"Q9XXB1_CAEEL","Q9XXB1","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9XXB1","Serpentine Receptor, class H","PF10318",2759,"PF10318","Srh","CAEEL","Q9XXB1_CAEEL"
"A0A0K2WN07_CAEEL","A0A0K2WN07","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K2WN07","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","A0A0K2WN07_CAEEL"
"A0A131MB81_CAEEL","A0A131MB81","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A131MB81","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","A0A131MB81_CAEEL"
"A0A131MBS1_CAEEL","A0A131MBS1","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A131MBS1","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","A0A131MBS1_CAEEL"
"A0A131MD33_CAEEL","A0A131MD33","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A131MD33","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","A0A131MD33_CAEEL"
"A0A486WYK3_CAEEL","A0A486WYK3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A486WYK3","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","A0A486WYK3_CAEEL"
"H2KYR0_CAEEL","H2KYR0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","H2KYR0","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","H2KYR0_CAEEL"
"O16990_CAEEL","O16990","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O16990","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","O16990_CAEEL"
"O17857_CAEEL","O17857","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O17857","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","O17857_CAEEL"
"O44610_CAEEL","O44610","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O44610","Serpentine receptor class gamma","PF10319",2759,"PF10319","Srj","CAEEL","O44610_CAEEL"
"Q966G6_CAEEL","Q966G6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q966G6","Serpentine Receptor, class J","PF10319",2759,"PF10319","Srj","CAEEL","Q966G6_CAEEL"
"D3NQB7_CAEEL","D3NQB7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","D3NQB7","Serpentine Receptor, class SX","PF10320",2759,"PF10320","Srsx","CAEEL","D3NQB7_CAEEL"
"D5MCS9_CAEEL","D5MCS9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","D5MCS9","G-protein coupled receptors family 1 profile domain-containing protein","PF10320",2759,"PF10320","Srsx","CAEEL","D5MCS9_CAEEL"
"Q18768_CAEEL","Q18768","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q18768","G-protein coupled receptors family 1 profile domain-containing protein","PF10320",2759,"PF10320","Srsx","CAEEL","Q18768_CAEEL"
"Q965Z7_CAEEL","Q965Z7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q965Z7","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10320",2759,"PF10320","Srsx","CAEEL","Q965Z7_CAEEL"
"R7V5H6_CAPTE","R7V5H6","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7V5H6","G-protein coupled receptors family 1 profile domain-containing protein","PF10320",2759,"PF10320","Srsx","CAPTE","R7V5H6_CAPTE"
"A0A0K3AS13_CAEEL","A0A0K3AS13","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AS13","Serpentine Receptor, class T","PF10321",2759,"PF10321","Srt","CAEEL","A0A0K3AS13_CAEEL"
"A0A0K3ASH7_CAEEL","A0A0K3ASH7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3ASH7","Serpentine Receptor, class T","PF10321",2759,"PF10321","Srt","CAEEL","A0A0K3ASH7_CAEEL"
"A0A0K3AUW5_CAEEL","A0A0K3AUW5","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AUW5","7TM_GPCR_Srx domain-containing protein","PF10321",2759,"PF10321","Srt","CAEEL","A0A0K3AUW5_CAEEL"
"A0A0K3AYB6_CAEEL","A0A0K3AYB6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AYB6","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10321",2759,"PF10321","Srt","CAEEL","A0A0K3AYB6_CAEEL"
"A0A131MBY2_CAEEL","A0A131MBY2","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A131MBY2","Serpentine Receptor, class T","PF10321",2759,"PF10321","Srt","CAEEL","A0A131MBY2_CAEEL"
"A0A168H4B1_CAEEL","A0A168H4B1","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A168H4B1","G protein-coupled receptor","PF10321",2759,"PF10321","Srt","CAEEL","A0A168H4B1_CAEEL"
"A0A168HBM6_CAEEL","A0A168HBM6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A168HBM6","Serpentine Receptor, class T","PF10321",2759,"PF10321","Srt","CAEEL","A0A168HBM6_CAEEL"
"I2HAH5_CAEEL","I2HAH5","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","I2HAH5","Serpentine Receptor, class T","PF10321",2759,"PF10321","Srt","CAEEL","I2HAH5_CAEEL"
"Q9N4W8_CAEEL","Q9N4W8","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9N4W8","7TM_GPCR_Srx domain-containing protein","PF10321",2759,"PF10321","Srt","CAEEL","Q9N4W8_CAEEL"
"A0A061AL70_CAEEL","A0A061AL70","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A061AL70","Serpentine Receptor, class T","PF10322",2759,"PF10322","Sru","CAEEL","A0A061AL70_CAEEL"
"A0A0M7RDY3_CAEEL","A0A0M7RDY3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0M7RDY3","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10322",2759,"PF10322","Sru","CAEEL","A0A0M7RDY3_CAEEL"
"E0AHB6_CAEEL","E0AHB6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","E0AHB6","Serpentine Receptor, class U","PF10322",2759,"PF10322","Sru","CAEEL","E0AHB6_CAEEL"
"F5GUB4_CAEEL","F5GUB4","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","F5GUB4","Serpentine receptor class gamma","PF10322",2759,"PF10322","Sru","CAEEL","F5GUB4_CAEEL"
"F5GUB5_CAEEL","F5GUB5","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","F5GUB5","Serpentine receptor class gamma","PF10322",2759,"PF10322","Sru","CAEEL","F5GUB5_CAEEL"
"F5GUB6_CAEEL","F5GUB6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","F5GUB6","Serpentine Receptor, class U","PF10322",2759,"PF10322","Sru","CAEEL","F5GUB6_CAEEL"
"O18021_CAEEL","O18021","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O18021","Serpentine Receptor, class U","PF10322",2759,"PF10322","Sru","CAEEL","O18021_CAEEL"
"A0A078BPN3_CAEEL","A0A078BPN3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A078BPN3","G-protein coupled receptors family 1 profile domain-containing protein","PF10323",2759,"PF10323","Srv","CAEEL","A0A078BPN3_CAEEL"
"Q2HQL3_CAEEL","Q2HQL3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q2HQL3","G-protein coupled receptors family 1 profile domain-containing protein","PF10323",2759,"PF10323","Srv","CAEEL","Q2HQL3_CAEEL"
"U4PDZ7_CAEEL","U4PDZ7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","U4PDZ7","Serpentine receptor class gamma","PF10323",2759,"PF10323","Srv","CAEEL","U4PDZ7_CAEEL"
"T1EPP4_HELRO","T1EPP4","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EPP4","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1EPP4_HELRO"
"T1ETX7_HELRO","T1ETX7","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1ETX7","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1ETX7_HELRO"
"T1FWJ2_HELRO","T1FWJ2","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FWJ2","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1FWJ2_HELRO"
"T1FZX7_HELRO","T1FZX7","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FZX7","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1FZX7_HELRO"
"A0A0K3ASH0_CAEEL","A0A0K3ASH0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3ASH0","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","A0A0K3ASH0_CAEEL"
"A0A0K3AVP7_CAEEL","A0A0K3AVP7","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0K3AVP7","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","A0A0K3AVP7_CAEEL"
"A0A0M6VD42_CAEEL","A0A0M6VD42","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A0M6VD42","Secreted protein","PF10324",2759,"PF10324","Srw","CAEEL","A0A0M6VD42_CAEEL"
"A0A5S9MM66_CAEEL","A0A5S9MM66","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A0A5S9MM66","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","A0A5S9MM66_CAEEL"
"A5JYW5_CAEEL","A5JYW5","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","A5JYW5","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","A5JYW5_CAEEL"
"B8ZZ05_CAEEL","B8ZZ05","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","B8ZZ05","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","B8ZZ05_CAEEL"
"C3JXE0_CAEEL","C3JXE0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","C3JXE0","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","C3JXE0_CAEEL"
"D0VWP6_CAEEL","D0VWP6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","D0VWP6","Uncharacterized protein","PF10324",2759,"PF10324","Srw","CAEEL","D0VWP6_CAEEL"
"E3W2X4_DROME","E3W2X4","Drosophila melanogaster (Fruit fly)","DROME","Drosophila melanogaster","E3W2X4","Sex peptide receptor","PF10324",2759,"PF10324","Srw","DROME","E3W2X4_DROME"
"G3MU49_CAEEL","G3MU49","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","G3MU49","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","G3MU49_CAEEL"
"G5ECH4_CAEEL","G5ECH4","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","G5ECH4","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","G5ECH4_CAEEL"
"G5EEY9_CAEEL","G5EEY9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","G5EEY9","Serpentine Receptor, class T","PF10324",2759,"PF10324","Srw","CAEEL","G5EEY9_CAEEL"
"H2L274_CAEEL","H2L274","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","H2L274","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","H2L274_CAEEL"
"O16415_CAEEL","O16415","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O16415","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O16415_CAEEL"
"O16957_CAEEL","O16957","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O16957","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O16957_CAEEL"
"O44791_CAEEL","O44791","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O44791","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O44791_CAEEL"
"O45170_CAEEL","O45170","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O45170","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O45170_CAEEL"
"O61912_CAEEL","O61912","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O61912","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O61912_CAEEL"
"O62077_CAEEL","O62077","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O62077","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O62077_CAEEL"
"O76666_CAEEL","O76666","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","O76666","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","O76666_CAEEL"
"Q20158_CAEEL","Q20158","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q20158","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q20158_CAEEL"
"Q23292_CAEEL","Q23292","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q23292","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q23292_CAEEL"
"Q7YXG6_CAEEL","Q7YXG6","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q7YXG6","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q7YXG6_CAEEL"
"Q8IFX9_CAEEL","Q8IFX9","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q8IFX9","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q8IFX9_CAEEL"
"Q8IFY0_CAEEL","Q8IFY0","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q8IFY0","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q8IFY0_CAEEL"
"Q9TZC3_CAEEL","Q9TZC3","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9TZC3","G_PROTEIN_RECEP_F1_2 domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q9TZC3_CAEEL"
"Q9XU31_CAEEL","Q9XU31","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9XU31","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q9XU31_CAEEL"
"Q9XU48_CAEEL","Q9XU48","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9XU48","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q9XU48_CAEEL"
"Q9XUR5_CAEEL","Q9XUR5","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9XUR5","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q9XUR5_CAEEL"
"Q9XXT1_CAEEL","Q9XXT1","Caenorhabditis elegans","CAEEL","Caenorhabditis elegans","Q9XXT1","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAEEL","Q9XXT1_CAEEL"
"R7T939_CAPTE","R7T939","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7T939","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7T939_CAPTE"
"R7TCR6_CAPTE","R7TCR6","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7TCR6","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7TCR6_CAPTE"
"R7TQF5_CAPTE","R7TQF5","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7TQF5","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7TQF5_CAPTE"
"R7U375_CAPTE","R7U375","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7U375","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7U375_CAPTE"
"R7UFH9_CAPTE","R7UFH9","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7UFH9","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7UFH9_CAPTE"
"R7ULB0_CAPTE","R7ULB0","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7ULB0","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7ULB0_CAPTE"
"R7V829_CAPTE","R7V829","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7V829","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7V829_CAPTE"
"R7V8G2_CAPTE","R7V8G2","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","R7V8G2","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","R7V8G2_CAPTE"
"T1EH61_HELRO","T1EH61","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1EH61","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1EH61_HELRO"
"T1ETX6_HELRO","T1ETX6","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1ETX6","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1ETX6_HELRO"
"T1F2Z5_HELRO","T1F2Z5","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1F2Z5","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1F2Z5_HELRO"
"T1FBE0_HELRO","T1FBE0","Helobdella robusta (Californian leech)","HELRO","Helobdella robusta","T1FBE0","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","HELRO","T1FBE0_HELRO"
"V4B4S8_LOTGI","V4B4S8","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4B4S8","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","LOTGI","V4B4S8_LOTGI"
"V4CC38_LOTGI","V4CC38","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4CC38","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","LOTGI","V4CC38_LOTGI"
"V4CSI5_LOTGI","V4CSI5","Lottia gigantea (Giant owl limpet)","LOTGI","Lottia gigantea","V4CSI5","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","LOTGI","V4CSI5_LOTGI"
"X1ZYB1_CAPTE","X1ZYB1","Capitella teleta (Polychaete worm)","CAPTE","Capitella teleta","X1ZYB1","G-protein coupled receptors family 1 profile domain-containing protein","PF10324",2759,"PF10324","Srw","CAPTE","X1ZYB1_CAPTE"
"A0A0P5XT07_9CRUS","A0A0P5XT07","Daphnia magna","9CRUS","Daphnia magna","A0A0P5XT07","Putative Class a rhodopsin g-protein coupled receptor gprmys","PF10324",2759,"PF10324","Srw","9CRUS","A0A0P5XT07_9CRUS"
"A0A162PZY4_9CRUS","A0A162PZY4","Daphnia magna","9CRUS","Daphnia magna","A0A162PZY4","Putative Proctolin receptor","PF10324",2759,"PF10324","Srw","9CRUS","A0A162PZY4_9CRUS"
