Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	Taxonomic lineage	Organism (ID)
A0A9P7HC83	unreviewed	A0A9P7HC83_9HYPO	Golgi pH regulator	KAF25_009829	Fusarium avenaceum	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Fusarium (genus), Fusarium tricinctum species complex (no rank)	40199
A0A9P7HPX4	unreviewed	A0A9P7HPX4_9HYPO	G protein-coupled receptor	H9Q72_007621	Fusarium xylarioides	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Fusarium (genus), Fusarium fujikuroi species complex (no rank)	221167
A0A9P7J814	unreviewed	A0A9P7J814_9AGAM	Abscisic acid G-protein coupled receptor-domain-containing protein	BJ212DRAFT_1388224	Suillus subaureus	418		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Suillineae (suborder), Suillaceae (family), Suillus (genus)	48587
A0A9P7JZ43	unreviewed	A0A9P7JZ43_9AGAM	G protein-coupled receptor 89	F5147DRAFT_671575	Suillus discolor	496		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Suillineae (suborder), Suillaceae (family), Suillus (genus)	1912936
A0A9P7KGX4	unreviewed	A0A9P7KGX4_9AGAR	Abscisic acid G-protein coupled receptor-like domain-containing protein	H0H81_001086	Sphagnurus paluster	200		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Tricholomatineae (suborder), Lyophyllaceae (family), Sphagnurus (genus)	117069
A0A9P7MHI4	unreviewed	A0A9P7MHI4_9HYPO	G protein-coupled receptor	E4U60_005298	Claviceps pazoutovae	562		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	1649127
A0A9P7MZG3	unreviewed	A0A9P7MZG3_9HYPO	G protein-coupled receptor	E4U56_006905	Claviceps arundinis	562		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	1623583
A0A9P7N566	unreviewed	A0A9P7N566_9HYPO	G protein-coupled receptor	E4U43_003119	Claviceps pusilla	580		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	123648
A0A9P7NTK5	unreviewed	A0A9P7NTK5_9HYPO	G protein-coupled receptor	E4U19_006088	Claviceps sp. Clav32 group G5	565		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus), unclassified Claviceps (no rank)	2559230
A0A9P7P8C8	unreviewed	A0A9P7P8C8_9HYPO	Uncharacterized protein	E4U17_001661	Claviceps sp. LM77 group G4	509		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus), unclassified Claviceps (no rank)	2559228
A0A9P7PS59	unreviewed	A0A9P7PS59_9HYPO	G protein-coupled receptor	E4U15_000101	Claviceps sp. LM218 group G6	562		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus), unclassified Claviceps (no rank)	2559224
A0A9P7PZE1	unreviewed	A0A9P7PZE1_9HYPO	G protein-coupled receptor	E4U13_003763	Claviceps humidiphila	562		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	1294629
A0A9P7RQZ8	unreviewed	A0A9P7RQZ8_9AGAR	G protein-coupled receptor 89	E1B28_013729	Marasmius oreades	553		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Marasmius (genus)	181124
A0A9P7U1B6	unreviewed	A0A9P7U1B6_9HYPO	G protein-coupled receptor	E4U09_005889	Claviceps aff. purpurea	562		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus)	1967640
A0A9P7UGV4	unreviewed	A0A9P7UGV4_9PEZI	Golgi pH regulator	JMJ77_002735	Colletotrichum scovillei	549		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Glomerellales (order), Glomerellaceae (family), Colletotrichum (genus), Colletotrichum acutatum species complex (no rank)	1209932
A0A9P7V5U4	unreviewed	A0A9P7V5U4_9ASCO	Golgi pH regulator	KQ657_002788	Scheffersomyces spartinae	1054		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (clade), Debaryomycetaceae (family), Scheffersomyces (genus)	45513
A0A9P7VJM6	unreviewed	A0A9P7VJM6_9AGAR	Abscisic acid G-protein coupled receptor-domain-containing protein	BT62DRAFT_989004	Guyanagaster necrorhizus MCA 3950	490		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Physalacriaceae (family), Guyanagaster (genus), Guyanagaster necrorhizus (species)	1450536
A0A9P7VK63	unreviewed	A0A9P7VK63_9AGAR	Abscisic acid G-protein coupled receptor-like domain-containing protein	BT62DRAFT_465943	Guyanagaster necrorhizus MCA 3950	160		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Physalacriaceae (family), Guyanagaster (genus), Guyanagaster necrorhizus (species)	1450536
A0A9P7XUP6	unreviewed	A0A9P7XUP6_9FUNG	Golgi pH regulator B	GPR89B KI688_001490	Linnemannia hyalina	460		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Linnemannia (genus)	64524
A0A9P7YM03	unreviewed	A0A9P7YM03_9HELO	Abscisic acid G-protein coupled receptor-domain-containing protein	BJ875DRAFT_458967	Amylocarpus encephaloides	553		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Helotiales incertae sedis (no rank), Amylocarpus (genus)	45428
A0A9P7Z6P1	unreviewed	A0A9P7Z6P1_9HELO	Abscisic acid G-protein coupled receptor-domain-containing protein	BJ878DRAFT_455910	Calycina marina	535		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Pezizellaceae (family), Calycina (genus)	1763456
A0A9P8BAZ1	unreviewed	A0A9P8BAZ1_9AGAM	G protein-coupled receptor 89	FRB94_010952	Tulasnella sp. JGI-2019a	607		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Tulasnellaceae (family), unclassified Tulasnellaceae (no rank)	2600232
A0A9P8CP59	unreviewed	A0A9P8CP59_9HYPO	Abscisic acid G-protein coupled receptor-domain-containing protein	F5Z01DRAFT_656703	Emericellopsis atlantica	557		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Bionectriaceae (family), Emericellopsis (genus)	2614577
A0A9P8DIE5	unreviewed	A0A9P8DIE5_9HYPO	Golgi pH regulator	J7337_005270	Fusarium musae	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Fusarium (genus)	1042133
A0A9P8FZC4	unreviewed	A0A9P8FZC4_9PEZI	Uncharacterized protein	KCU98_g3561	Aureobasidium melanogenum	548		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)	46634
A0A9P8I1X4	unreviewed	A0A9P8I1X4_9PEZI	G protein-coupled receptor	FGG08_005957	Glutinoglossum americanum	536		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), Geoglossomycetes (class), Geoglossales (order), Geoglossaceae (family), Glutinoglossum (genus)	1670608
A0A9P8J4T7	unreviewed	A0A9P8J4T7_9PEZI	Uncharacterized protein	KCU76_g11910	Aureobasidium melanogenum	548		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)	46634
A0A9P8J6I4	unreviewed	A0A9P8J6I4_9PEZI	Abscisic acid G-protein coupled receptor-like domain-containing protein	KCU76_g10162	Aureobasidium melanogenum	261		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)	46634
A0A9P8JW81	unreviewed	A0A9P8JW81_9PEZI	Uncharacterized protein	KCU98_g7599	Aureobasidium melanogenum	548		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)	46634
A0A9P8K967	unreviewed	A0A9P8K967_9PEZI	Abscisic acid G-protein coupled receptor-like domain-containing protein	KCV03_g3759	Aureobasidium melanogenum	261		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)	46634
A0A9P8KJH9	unreviewed	A0A9P8KJH9_9PEZI	Uncharacterized protein	KCU62_g2708	Aureobasidium sp. EXF-3399	549		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus), unclassified Aureobasidium (no rank)	2831173
A0A9P8KRR5	unreviewed	A0A9P8KRR5_9HYPO	Golgi pH regulator	TsFJ059_009667	Trichoderma semiorbis	564		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Hypocreaceae (family), Trichoderma (genus)	1491008
A0A9P8MRP3	unreviewed	A0A9P8MRP3_9HYPO	Abscisic acid g-protein coupled receptor domain-containing protein	HRG_09006	Hirsutella rhossiliensis	565		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Ophiocordycipitaceae (family), Hirsutella (genus)	111463
A0A9P8QDZ1	unreviewed	A0A9P8QDZ1_9HYPO	G protein-coupled receptor	Trco_008281	Trichoderma cornu-damae	575		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Hypocreaceae (family), Trichoderma (genus)	654480
A0A9P8RMW7	unreviewed	A0A9P8RMW7_9PEZI	Uncharacterized protein	GP486_005071	Trichoglossum hirsutum	568		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), Geoglossomycetes (class), Geoglossales (order), Geoglossaceae (family), Trichoglossum (genus)	265104
A0A9P8S955	unreviewed	A0A9P8S955_9HYPO	GPCR 89-related protein	MHUMG1_04455	Metarhizium humberi	552		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Metarhizium (genus)	2596975
A0A9P8SZZ0	unreviewed	A0A9P8SZZ0_9ASCO	Abscisic acid G-protein coupled receptor-like domain-containing protein	OGAPHI_006595	Ogataea philodendri	523		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Pichiaceae (family), Ogataea (genus)	1378263
A0A9P8TAI7	unreviewed	A0A9P8TAI7_9ASCO	Abscisic acid G-protein coupled receptor-like domain-containing protein	WICMUC_004672	Wickerhamomyces mucosus	573		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Phaffomycetaceae (family), Wickerhamomyces (genus)	1378264
A0A9P8TM37	unreviewed	A0A9P8TM37_WICPI	Golgi pH regulator	WICPIJ_005309	Wickerhamomyces pijperi (Yeast) (Pichia pijperi)	536		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Phaffomycetaceae (family), Wickerhamomyces (genus)	599730
A0A9P8UZ69	unreviewed	A0A9P8UZ69_9PEZI	Abscisic acid G-protein coupled receptor-domain-containing protein	F5X68DRAFT_265882	Plectosphaerella plurivora	551		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Glomerellales (order), Plectosphaerellaceae (family), Plectosphaerella (genus)	936078
A0A9P8WAE8	unreviewed	A0A9P8WAE8_9HYPO	Abscisic acid G-protein coupled receptor-domain-containing protein	B0T10DRAFT_400471	Thelonectria olida	549		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Thelonectria (genus)	1576542
A0A9P8YF93	unreviewed	A0A9P8YF93_9PEZI	Abscisic acid G-protein coupled receptor-domain-containing protein	B0I36DRAFT_420556	Microdochium trichocladiopsis	550		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Xylariomycetidae (subclass), Xylariales (order), Microdochiaceae (family), Microdochium (genus)	1682393
A0A9P9A468	unreviewed	A0A9P9A468_9PEZI	Abscisic acid G-protein coupled receptor-domain-containing protein	BKA67DRAFT_550504	Truncatella angustata	547		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Xylariomycetidae (subclass), Xylariales (order), Sporocadaceae (family), Truncatella (genus)	152316
A0A9P9EJ96	unreviewed	A0A9P9EJ96_9PLEO	Abscisic acid G-protein coupled receptor-domain-containing protein	B0J11DRAFT_452050	Dendryphion nanum	534		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Torulaceae (family), Dendryphion (genus)	256645
A0A9P9EM51	unreviewed	A0A9P9EM51_9HYPO	Abscisic acid G-protein coupled receptor-domain-containing protein	EDB81DRAFT_61464	Dactylonectria macrodidyma	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Dactylonectria (genus)	307937
A0A9P9EVA9	unreviewed	A0A9P9EVA9_9HYPO	Abscisic acid G-protein coupled receptor-domain-containing protein	B0J13DRAFT_46592	Dactylonectria estremocensis	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Dactylonectria (genus)	1079267
A0A9P9GSA4	unreviewed	A0A9P9GSA4_FUSRE	Abscisic acid G-protein coupled receptor-domain-containing protein	BKA55DRAFT_573423	Fusarium redolens	546		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Fusarium (genus), Fusarium redolens species complex (no rank)	48865
A0A9P9HNY0	unreviewed	A0A9P9HNY0_FUSSL	Abscisic acid G-protein coupled receptor-domain-containing protein	B0J15DRAFT_278666	Fusarium solani (Filamentous fungus)	552		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Nectriaceae (family), Fusarium (genus), Fusarium solani species complex (no rank)	169388
A0A9P9P7K2	unreviewed	A0A9P9P7K2_9PLEO	Abscisic acid G-protein coupled receptor-domain-containing protein	BKA66DRAFT_465472	Pyrenochaeta sp. MPI-SDFR-AT-0127	535		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Cucurbitariaceae (family), Pyrenochaeta (genus), unclassified Pyrenochaeta (no rank)	2829485
A0A9P9PSD0	unreviewed	A0A9P9PSD0_9PEZI	Abscisic acid G-protein coupled receptor-domain-containing protein	BKA64DRAFT_625873	Leotiomycetes sp. MPI-SDFR-AT-0126	541		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), unclassified Leotiomycetes (no rank)	2138324
A0A9P9RU07	unreviewed	A0A9P9RU07_9HELO	Abscisic acid G-protein coupled receptor-domain-containing protein	BKA65DRAFT_513283	Rhexocercosporidium sp. MPI-PUGE-AT-0058	540		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Helotiales incertae sedis (no rank), Rhexocercosporidium (genus), unclassified Rhexocercosporidium (no rank)	2042821
A0A9P9TBX2	unreviewed	A0A9P9TBX2_9PLEO	Abscisic acid G-protein coupled receptor-domain-containing protein	DE146DRAFT_654045	Phaeosphaeria sp. MPI-PUGE-AT-0046c	533		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Phaeosphaeriaceae (family), Phaeosphaeria (genus), unclassified Phaeosphaeria (no rank)	2821754
A0A9P9U6W5	unreviewed	A0A9P9U6W5_9PEZI	Abscisic acid G-protein coupled receptor-domain-containing protein	B0T09DRAFT_356607	Sordaria sp. MPI-SDFR-AT-0083	618		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Sordariales (order), Sordariaceae (family), Sordaria (genus), unclassified Sordaria (no rank)	2830617
A0A9P9WKN1	unreviewed	A0A9P9WKN1_9PEZI	Golgi pH regulator	JX265_007150	Neoarthrinium moseri	551		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Xylariomycetidae (subclass), Xylariomycetidae incertae sedis (no rank), Neoarthrinium (genus)	1658444
A0A9P9X7S1	unreviewed	A0A9P9X7S1_9PEZI	Golgi pH regulator	CABS02_11530	Colletotrichum abscissum	548		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Glomerellales (order), Glomerellaceae (family), Colletotrichum (genus), Colletotrichum acutatum species complex (no rank)	1671311
